protocol,src_addr,src_port,dst_addr,dst_port,length,suspicious
TCP,16.33.10.41,40061,12.12.118.172,80,1078,Yes
TCP,143.149.137.159,44564,12.12.173.218,80,1078,Yes
TCP,31.105.33.135,50227,12.12.151.64,80,54,No
TCP,177.88.178.94,34656,12.12.196.50,80,54,No
TCP,9.56.182.228,55355,12.12.154.124,80,54,No
TCP,116.131.214.59,22036,12.12.141.237,80,1078,Yes
TCP,54.137.214.98,25303,12.12.168.71,80,1078,Yes
TCP,88.74.20.228,49889,12.12.224.197,80,1078,Yes
TCP,74.43.47.147,21144,12.12.201.112,80,54,No
TCP,179.204.229.81,14147,12.12.245.153,80,54,No
TCP,43.66.121.44,51220,12.12.145.18,80,1078,Yes
TCP,164.185.110.206,29694,12.12.158.157,80,54,No
TCP,136.208.63.4,23346,12.12.205.212,80,54,No
TCP,210.55.86.137,53954,12.12.190.130,80,1078,Yes
TCP,40.198.150.127,2790,12.12.236.203,80,54,No
TCP,230.20.153.107,18036,12.12.151.107,80,54,No
TCP,41.171.173.23,12691,12.12.178.94,80,54,No
TCP,10.214.80.32,46084,12.12.158.163,80,1078,Yes
TCP,187.90.227.181,59240,12.12.113.132,80,1078,Yes
TCP,61.157.177.247,3342,12.12.184.91,80,1078,Yes
TCP,180.147.187.16,34477,12.12.183.149,80,54,No
TCP,6.68.75.130,48182,12.12.234.145,80,1078,Yes
TCP,92.63.169.3,58473,12.12.50.184,80,54,No
TCP,32.185.134.237,28393,12.12.74.237,80,1078,Yes
TCP,196.143.204.206,27811,12.12.230.125,80,1078,Yes
TCP,57.201.242.141,6955,12.12.0.21,80,54,No
TCP,41.120.9.46,35875,12.12.71.13,80,54,No
TCP,177.139.218.134,19597,12.12.108.242,80,1078,Yes
TCP,94.213.217.222,17415,12.12.169.184,80,1078,Yes
TCP,247.44.2.112,61071,12.12.218.99,80,1078,Yes
TCP,139.221.199.251,17282,12.12.144.31,80,54,No
TCP,88.76.176.177,23881,12.12.40.98,80,1078,Yes
TCP,10.203.188.135,40395,12.12.178.110,80,54,No
TCP,104.106.164.27,16523,12.12.85.156,80,54,No
TCP,83.11.97.176,10616,12.12.170.140,80,1078,Yes
TCP,106.251.96.193,45744,12.12.182.4,80,54,No
TCP,251.76.148.117,29340,12.12.16.98,80,54,No
TCP,130.196.157.49,17025,12.12.164.212,80,54,No
TCP,208.59.160.154,19587,12.12.164.213,80,54,No
TCP,165.59.38.114,34082,12.12.87.171,80,1078,Yes
TCP,57.142.30.219,8506,12.12.88.161,80,54,No
TCP,169.106.185.25,8468,12.12.103.107,80,1078,Yes
TCP,221.36.82.42,30257,12.12.100.34,80,1078,Yes
TCP,86.151.247.168,20633,12.12.2.209,80,1078,Yes
TCP,119.163.199.10,39603,12.12.206.212,80,1078,Yes
TCP,94.116.140.141,22464,12.12.153.148,80,54,No
TCP,188.66.20.194,47734,12.12.136.124,80,1078,Yes
TCP,112.63.7.130,26725,12.12.241.120,80,54,No
TCP,238.159.169.233,64804,12.12.54.158,80,54,No
TCP,62.46.138.204,13256,12.12.255.197,80,54,No
TCP,167.95.188.224,18092,12.12.176.215,80,1078,Yes
TCP,243.97.47.179,8098,12.12.132.253,80,1078,Yes
TCP,87.80.242.219,26473,12.12.209.81,80,1078,Yes
TCP,57.188.254.47,30261,12.12.73.112,80,1078,Yes
TCP,161.97.55.235,12583,12.12.247.56,80,54,No
TCP,168.144.57.105,40036,12.12.242.151,80,1078,Yes
TCP,118.124.38.201,38172,12.12.250.64,80,1078,Yes
TCP,199.6.93.228,13012,12.12.240.5,80,1078,Yes
TCP,208.115.92.13,47466,12.12.41.99,80,54,No
TCP,167.8.142.34,49304,12.12.95.204,80,1078,Yes
TCP,235.81.223.60,25410,12.12.18.139,80,54,No
TCP,215.70.58.226,35737,12.12.147.213,80,54,No
TCP,237.115.191.53,63529,12.12.219.59,80,1078,Yes
TCP,97.33.246.220,4667,12.12.92.171,80,1078,Yes
TCP,241.155.17.248,19944,12.12.208.166,80,54,No
TCP,49.44.24.170,34479,12.12.62.245,80,1078,Yes
TCP,160.159.223.162,17519,12.12.205.121,80,54,No
TCP,75.204.228.134,27231,12.12.176.86,80,54,No
TCP,177.42.7.130,53854,12.12.22.174,80,1078,Yes
TCP,163.241.71.109,14483,12.12.119.54,80,1078,Yes
TCP,144.87.184.0,26828,12.12.120.239,80,1078,Yes
TCP,221.70.25.172,19928,12.12.170.44,80,1078,Yes
TCP,52.127.183.53,46010,12.12.16.241,80,1078,Yes
TCP,55.148.214.205,19312,12.12.254.24,80,1078,Yes
TCP,57.72.200.199,18511,12.12.57.122,80,1078,Yes
TCP,93.101.148.208,29780,12.12.101.64,80,54,No
TCP,59.82.36.81,42170,12.12.4.57,80,54,No
TCP,100.172.252.132,21687,12.12.188.220,80,1078,Yes
TCP,13.17.232.221,37151,12.12.52.219,80,1078,Yes
TCP,205.118.170.115,25419,12.12.5.252,80,1078,Yes
TCP,200.196.128.133,53739,12.12.113.16,80,1078,Yes
TCP,47.11.188.108,28383,12.12.138.98,80,1078,Yes
TCP,115.205.171.15,64251,12.12.35.175,80,1078,Yes
TCP,239.172.44.96,55979,12.12.81.226,80,54,No
TCP,248.211.181.154,18084,12.12.250.166,80,1078,Yes
TCP,99.39.154.175,46837,12.12.112.58,80,1078,Yes
TCP,34.148.216.245,40455,12.12.151.206,80,1078,Yes
TCP,60.248.120.213,33701,12.12.115.21,80,1078,Yes
TCP,99.118.157.126,48218,12.12.21.144,80,54,No
TCP,230.26.227.153,53457,12.12.127.64,80,1078,Yes
TCP,5.123.149.24,60767,12.12.10.39,80,1078,Yes
TCP,119.205.48.234,56194,12.12.115.254,80,54,No
TCP,91.183.145.122,24936,12.12.100.206,80,1078,Yes
TCP,173.86.241.198,29786,12.12.87.254,80,54,No
TCP,84.3.154.210,4212,12.12.229.152,80,54,No
TCP,186.64.205.157,60380,12.12.194.208,80,54,No
TCP,36.8.147.61,48121,12.12.130.1,80,54,No
TCP,27.14.74.176,18442,12.12.57.125,80,1078,Yes
TCP,220.217.85.33,27175,12.12.91.53,80,54,No
TCP,151.147.54.142,40368,12.12.183.140,80,1078,Yes
TCP,242.26.235.129,63921,12.12.42.15,80,1078,Yes
TCP,15.119.32.254,18430,12.12.67.215,80,54,No
TCP,211.237.254.204,56546,12.12.220.249,80,1078,Yes
TCP,128.16.241.139,28943,12.12.58.18,80,54,No
TCP,11.117.41.181,32409,12.12.182.1,80,54,No
TCP,134.85.172.136,4860,12.12.163.124,80,54,No
TCP,48.194.97.254,65142,12.12.14.106,80,1078,Yes
TCP,62.21.47.200,16087,12.12.135.131,80,1078,Yes
TCP,207.49.227.21,58322,12.12.139.34,80,1078,Yes
TCP,55.153.110.86,45633,12.12.2.141,80,54,No
TCP,209.236.99.66,7586,12.12.83.175,80,54,No
TCP,181.11.49.151,17945,12.12.122.168,80,54,No
TCP,180.147.95.145,27173,12.12.213.44,80,54,No
TCP,62.153.255.69,41062,12.12.196.99,80,54,No
TCP,93.222.222.112,7180,12.12.153.25,80,54,No
TCP,206.233.142.253,1488,12.12.194.210,80,1078,Yes
TCP,160.5.180.200,51611,12.12.175.235,80,1078,Yes
TCP,183.155.111.77,53144,12.12.186.243,80,1078,Yes
TCP,160.168.159.20,39908,12.12.241.66,80,1078,Yes
TCP,247.68.225.107,11935,12.12.54.214,80,54,No
TCP,60.50.53.250,40886,12.12.76.123,80,54,No
TCP,59.227.211.4,18495,12.12.212.35,80,54,No
TCP,36.25.124.146,15727,12.12.112.88,80,54,No
TCP,171.226.57.15,61617,12.12.31.170,80,54,No
TCP,144.229.152.135,60933,12.12.253.132,80,54,No
TCP,100.64.226.14,56293,12.12.199.65,80,54,No
TCP,13.154.179.251,41199,12.12.188.128,80,1078,Yes
TCP,182.45.186.140,53436,12.12.204.95,80,54,No
TCP,125.243.37.136,57109,12.12.14.65,80,1078,Yes
TCP,226.194.19.160,30845,10.10.12.83,80,1078,Yes
TCP,233.253.18.182,61448,10.10.150.228,80,1078,Yes
TCP,61.56.162.220,33668,10.10.194.131,80,54,No
TCP,67.206.73.235,14978,10.10.143.75,80,54,No
TCP,253.2.251.233,1836,10.10.19.126,80,1078,Yes
TCP,221.7.127.167,4114,10.10.220.128,80,1078,Yes
TCP,158.84.194.32,59849,10.10.209.144,80,54,No
TCP,254.127.227.233,60511,10.10.186.96,80,54,No
TCP,234.223.245.123,31721,10.10.237.238,80,1078,Yes
TCP,215.67.203.171,22704,10.10.206.165,80,54,No
TCP,23.152.55.51,27158,10.10.114.187,80,1078,Yes
TCP,65.121.139.188,44042,10.10.92.98,80,1078,Yes
TCP,173.139.141.235,21321,10.10.239.234,80,1078,Yes
TCP,58.136.242.239,22550,10.10.141.200,80,54,No
TCP,217.123.13.148,51610,10.10.98.200,80,54,No
TCP,78.239.30.14,27718,10.10.141.196,80,1078,Yes
TCP,76.230.160.165,34398,10.10.83.10,80,54,No
TCP,77.155.189.176,3564,10.10.103.17,80,54,No
TCP,144.139.104.247,24778,10.10.37.10,80,1078,Yes
TCP,67.10.178.81,56771,10.10.189.70,80,54,No
TCP,163.236.146.229,64272,10.10.33.208,80,54,No
TCP,202.142.45.27,33845,10.10.184.203,80,54,No
TCP,201.11.24.244,35664,10.10.155.144,80,1078,Yes
TCP,107.223.88.145,38348,10.10.28.223,80,1078,Yes
TCP,64.137.218.116,18864,10.10.217.24,80,54,No
TCP,184.125.132.31,3850,10.10.68.232,80,1078,Yes
TCP,87.77.55.49,17293,10.10.200.58,80,54,No
TCP,216.160.74.184,16453,10.10.107.101,80,1078,Yes
TCP,12.254.132.254,7246,10.10.84.189,80,1078,Yes
TCP,169.167.140.175,57588,10.10.255.111,80,1078,Yes
TCP,191.180.232.12,24878,10.10.251.190,80,1078,Yes
TCP,48.253.167.255,40150,10.10.75.94,80,54,No
TCP,65.24.124.250,40400,10.10.7.23,80,1078,Yes
TCP,134.132.248.11,1392,10.10.151.202,80,1078,Yes
TCP,191.78.81.185,1303,10.10.97.35,80,1078,Yes
TCP,219.178.38.88,61465,10.10.232.16,80,54,No
TCP,239.53.36.45,11358,10.10.111.50,80,54,No
TCP,91.163.254.133,35448,10.10.87.161,80,54,No
TCP,98.249.3.123,61798,10.10.79.117,80,54,No
TCP,128.31.216.109,16420,10.10.169.193,80,1078,Yes
TCP,189.135.132.239,38700,10.10.64.19,80,54,No
TCP,158.209.163.243,13230,10.10.26.174,80,1078,Yes
TCP,150.41.93.228,22638,10.10.208.226,80,1078,Yes
TCP,118.44.205.41,24615,10.10.22.106,80,1078,Yes
TCP,151.101.120.30,46986,10.10.157.178,80,1078,Yes
TCP,54.128.230.86,12396,10.10.207.104,80,1078,Yes
TCP,126.31.76.192,39482,10.10.191.55,80,1078,Yes
TCP,116.178.7.247,54729,10.10.166.211,80,54,No
TCP,1.136.139.71,29810,10.10.111.107,80,54,No
TCP,239.152.212.109,41741,10.10.204.222,80,1078,Yes
TCP,149.29.179.127,2068,10.10.99.55,80,54,No
TCP,154.188.239.69,47370,10.10.42.92,80,54,No
TCP,127.88.23.24,42981,10.10.186.5,80,1078,Yes
TCP,90.252.59.56,19318,10.10.192.95,80,1078,Yes
TCP,51.175.235.206,12547,10.10.73.190,80,1078,Yes
TCP,211.108.246.14,36649,10.10.61.175,80,1078,Yes
TCP,108.10.88.252,5390,10.10.89.36,80,1078,Yes
TCP,137.177.82.213,5327,10.10.83.145,80,1078,Yes
TCP,75.126.46.156,6324,10.10.84.51,80,54,No
TCP,46.134.108.8,46069,10.10.56.198,80,54,No
TCP,185.67.124.9,43560,10.10.217.83,80,1078,Yes
TCP,217.70.188.80,20427,10.10.137.222,80,54,No
TCP,146.222.64.158,46704,10.10.112.132,80,1078,Yes
TCP,109.120.242.202,8242,10.10.60.16,80,54,No
TCP,92.25.190.182,43787,10.10.26.158,80,54,No
TCP,156.57.133.101,22584,10.10.209.26,80,1078,Yes
TCP,207.195.49.95,24724,10.10.4.247,80,1078,Yes
TCP,82.164.121.137,63469,10.10.237.229,80,1078,Yes
TCP,95.147.24.188,65039,10.10.187.63,80,54,No
TCP,96.209.192.121,42392,10.10.175.101,80,54,No
TCP,50.165.140.151,62623,10.10.131.246,80,1078,Yes
TCP,66.96.13.56,8625,10.10.132.122,80,54,No
TCP,50.242.202.205,13636,10.10.189.9,80,54,No
TCP,199.205.212.179,9191,10.10.2.197,80,54,No
TCP,2.184.84.131,46395,10.10.251.225,80,1078,Yes
TCP,31.210.82.97,3648,10.10.137.36,80,54,No
TCP,154.59.76.154,15356,10.10.112.187,80,1078,Yes
TCP,93.192.65.145,15008,10.10.90.39,80,54,No
TCP,130.249.237.218,36895,10.10.92.28,80,54,No
TCP,182.19.210.47,45953,10.10.154.150,80,1078,Yes
TCP,111.169.84.175,42810,10.10.185.145,80,1078,Yes
TCP,133.255.204.133,33799,10.10.227.220,80,54,No
TCP,207.95.240.27,29751,10.10.245.25,80,54,No
TCP,24.118.217.241,3491,10.10.212.195,80,1078,Yes
TCP,217.75.181.163,48752,10.10.137.207,80,54,No
TCP,100.15.130.50,28665,10.10.219.86,80,1078,Yes
TCP,120.128.110.203,26446,10.10.121.230,80,54,No
TCP,171.129.57.22,22132,10.10.147.102,80,54,No
TCP,113.90.48.213,2391,10.10.161.67,80,54,No
TCP,92.166.194.151,54379,10.10.165.229,80,1078,Yes
TCP,95.24.182.173,26570,10.10.30.156,80,54,No
TCP,226.172.145.144,21877,10.10.156.35,80,1078,Yes
TCP,130.145.96.192,48820,10.10.32.147,80,54,No
TCP,205.161.109.170,1351,10.10.132.83,80,54,No
TCP,49.186.150.89,7002,10.10.44.230,80,54,No
TCP,66.3.206.131,64390,10.10.158.45,80,54,No
TCP,185.181.110.25,36581,10.10.183.147,80,54,No
TCP,28.30.116.176,32351,10.10.83.223,80,1078,Yes
TCP,189.212.143.140,12746,10.10.164.247,80,54,No
TCP,217.208.140.78,60944,10.10.138.38,80,1078,Yes
TCP,250.125.204.188,12302,11.11.88.157,80,1078,Yes
TCP,227.248.177.223,53213,11.11.103.207,80,54,No
TCP,60.61.126.63,34744,11.11.132.232,80,1078,Yes
TCP,141.14.43.119,54447,11.11.168.60,80,1078,Yes
TCP,126.176.19.110,29947,11.11.231.216,80,54,No
TCP,247.120.210.223,63047,11.11.234.95,80,54,No
TCP,146.69.206.189,26195,11.11.10.14,80,1078,Yes
TCP,113.237.212.13,12905,11.11.76.14,80,1078,Yes
TCP,234.239.4.184,58552,11.11.48.186,80,1078,Yes
TCP,175.28.32.81,47158,11.11.62.221,80,1078,Yes
TCP,219.15.67.93,32394,11.11.140.192,80,54,No
TCP,8.64.163.15,8646,11.11.165.114,80,54,No
TCP,146.150.251.211,13138,11.11.160.54,80,1078,Yes
TCP,81.122.152.163,46259,11.11.24.73,80,1078,Yes
TCP,215.31.61.1,45705,11.11.238.159,80,1078,Yes
TCP,121.161.100.145,65452,11.11.51.131,80,54,No
TCP,7.168.112.32,27600,11.11.88.255,80,54,No
TCP,90.221.164.255,42919,11.11.147.133,80,1078,Yes
TCP,72.231.65.67,59249,11.11.157.155,80,54,No
TCP,199.194.196.222,46188,11.11.61.98,80,54,No
TCP,200.184.178.235,5735,11.11.221.154,80,1078,Yes
TCP,242.139.96.23,17564,11.11.109.129,80,54,No
TCP,59.29.4.14,2411,11.11.160.222,80,1078,Yes
TCP,6.27.52.74,31799,11.11.51.216,80,54,No
TCP,16.148.203.107,44191,11.11.242.178,80,54,No
TCP,36.59.56.126,29884,11.11.72.70,80,54,No
TCP,23.150.251.53,30999,11.11.0.97,80,54,No
TCP,46.185.155.27,51274,11.11.170.91,80,54,No
TCP,195.52.165.46,60075,11.11.117.69,80,54,No
TCP,223.248.86.89,13842,11.11.234.55,80,1078,Yes
TCP,236.21.11.243,40784,11.11.254.189,80,54,No
TCP,91.72.184.93,12965,11.11.163.194,80,54,No
TCP,206.45.21.16,32664,11.11.247.54,80,1078,Yes
TCP,206.120.200.24,61848,11.11.32.132,80,54,No
TCP,166.96.35.39,58374,11.11.143.32,80,54,No
TCP,246.120.170.10,22461,11.11.206.113,80,1078,Yes
TCP,39.109.148.18,54287,11.11.224.88,80,54,No
TCP,7.35.45.27,11894,11.11.146.134,80,54,No
TCP,51.203.50.171,47211,11.11.48.52,80,1078,Yes
TCP,9.175.234.12,63519,11.11.32.134,80,54,No
TCP,112.69.116.125,54192,11.11.202.112,80,54,No
TCP,7.201.82.236,5117,11.11.94.85,80,1078,Yes
TCP,89.11.216.94,15905,11.11.60.162,80,54,No
TCP,40.141.66.146,4144,11.11.11.112,80,54,No
TCP,60.145.85.223,21979,11.11.174.33,80,1078,Yes
TCP,171.127.107.119,40656,11.11.53.133,80,1078,Yes
TCP,58.93.212.78,7964,11.11.231.114,80,1078,Yes
TCP,231.3.103.63,64363,11.11.128.85,80,54,No
TCP,54.186.211.63,9923,11.11.94.174,80,1078,Yes
TCP,253.107.215.228,9022,11.11.45.28,80,54,No
TCP,95.119.71.28,62554,11.11.120.2,80,54,No
TCP,133.143.138.211,34465,11.11.189.83,80,1078,Yes
TCP,93.122.146.244,57599,11.11.114.153,80,54,No
TCP,162.0.198.223,18585,11.11.172.83,80,54,No
TCP,61.83.118.180,10853,11.11.122.12,80,1078,Yes
TCP,219.169.7.20,20495,11.11.68.252,80,1078,Yes
TCP,176.148.184.48,10133,11.11.182.101,80,54,No
TCP,236.51.1.45,37668,11.11.170.194,80,1078,Yes
TCP,151.222.60.174,7566,11.11.102.109,80,1078,Yes
TCP,178.186.55.53,18956,11.11.155.147,80,1078,Yes
TCP,244.122.153.162,21210,11.11.240.232,80,54,No
TCP,228.72.135.102,26632,11.11.247.108,80,54,No
TCP,231.30.89.230,63825,11.11.88.62,80,54,No
TCP,71.60.86.54,37860,11.11.113.244,80,1078,Yes
TCP,219.60.18.234,1471,11.11.231.205,80,54,No
TCP,91.95.227.77,53188,11.11.200.246,80,54,No
TCP,166.134.6.30,30666,11.11.20.38,80,54,No
TCP,97.168.117.184,44749,11.11.238.210,80,1078,Yes
TCP,48.2.240.69,16152,11.11.214.147,80,54,No
TCP,156.72.230.1,27569,11.11.61.103,80,1078,Yes
TCP,15.57.163.128,37337,11.11.201.163,80,54,No
TCP,52.41.54.208,45120,11.11.245.183,80,1078,Yes
TCP,240.71.183.123,53569,11.11.232.120,80,54,No
TCP,154.155.63.232,19633,11.11.44.213,80,1078,Yes
TCP,57.15.59.196,10768,11.11.70.127,80,1078,Yes
TCP,47.90.0.131,41110,11.11.111.21,80,1078,Yes
TCP,107.56.93.252,47117,11.11.224.229,80,54,No
TCP,239.164.210.238,3620,11.11.237.235,80,1078,Yes
TCP,221.94.220.65,38835,11.11.47.99,80,1078,Yes
TCP,153.35.11.21,20469,11.11.40.39,80,1078,Yes
TCP,222.62.168.73,63889,11.11.193.251,80,1078,Yes
TCP,119.67.17.219,55581,11.11.193.246,80,1078,Yes
TCP,69.206.51.196,22284,11.11.150.158,80,1078,Yes
TCP,118.167.20.44,50983,11.11.57.43,80,1078,Yes
TCP,244.248.49.76,5766,11.11.254.99,80,54,No
TCP,24.229.160.99,45928,11.11.105.207,80,54,No
TCP,127.177.242.246,60186,11.11.239.58,80,54,No
TCP,8.211.157.84,22989,11.11.47.186,80,1078,Yes
TCP,240.74.119.147,11290,11.11.163.50,80,1078,Yes
TCP,211.159.71.51,12536,11.11.30.133,80,54,No
TCP,4.249.166.190,14176,11.11.119.243,80,54,No
TCP,184.133.246.121,24135,11.11.68.96,80,54,No
TCP,133.63.125.94,19026,11.11.215.224,80,54,No
TCP,82.98.212.168,53956,11.11.237.161,80,1078,Yes
TCP,4.111.188.175,29298,11.11.36.167,80,54,No
TCP,152.93.4.189,58428,11.11.149.216,80,54,No
TCP,25.170.36.203,32081,11.11.57.204,80,54,No
TCP,72.78.166.232,44502,11.11.185.138,80,1078,Yes
TCP,67.51.39.197,28076,11.11.225.110,80,1078,Yes
TCP,39.124.228.181,32375,11.11.142.138,80,1078,Yes
TCP,65.37.13.108,4322,12.12.87.82,80,54,No
TCP,65.37.13.108,4322,12.12.87.82,80,54,No
TCP,202.146.61.231,36838,12.12.147.33,80,1078,Yes
TCP,202.146.61.231,36838,12.12.147.33,80,1078,Yes
TCP,166.29.98.142,46774,12.12.45.79,80,1078,Yes
TCP,166.29.98.142,46774,12.12.45.79,80,1078,Yes
TCP,71.171.187.18,51664,12.12.142.223,80,54,No
TCP,71.171.187.18,51664,12.12.142.223,80,54,No
TCP,230.155.95.19,49535,12.12.97.70,80,54,No
TCP,230.155.95.19,49535,12.12.97.70,80,54,No
TCP,39.249.176.250,22915,12.12.21.55,80,1078,Yes
TCP,39.249.176.250,22915,12.12.21.55,80,1078,Yes
TCP,144.110.168.7,47659,12.12.43.117,80,1078,Yes
TCP,144.110.168.7,47659,12.12.43.117,80,1078,Yes
TCP,173.61.48.254,16272,12.12.172.42,80,1078,Yes
TCP,173.61.48.254,16272,12.12.172.42,80,1078,Yes
TCP,14.236.176.113,60308,12.12.151.125,80,1078,Yes
TCP,14.236.176.113,60308,12.12.151.125,80,1078,Yes
TCP,73.97.19.41,10821,12.12.103.229,80,1078,Yes
TCP,73.97.19.41,10821,12.12.103.229,80,1078,Yes
TCP,173.26.69.90,33389,12.12.246.161,80,54,No
TCP,173.26.69.90,33389,12.12.246.161,80,54,No
TCP,46.139.67.21,46827,12.12.138.211,80,54,No
TCP,46.139.67.21,46827,12.12.138.211,80,54,No
TCP,18.27.20.202,19482,12.12.40.75,80,54,No
TCP,18.27.20.202,19482,12.12.40.75,80,54,No
TCP,194.80.159.207,16601,12.12.33.144,80,54,No
TCP,194.80.159.207,16601,12.12.33.144,80,54,No
TCP,87.48.194.127,35718,12.12.144.25,80,1078,Yes
TCP,87.48.194.127,35718,12.12.144.25,80,1078,Yes
TCP,194.170.116.176,49778,12.12.243.88,80,54,No
TCP,194.170.116.176,49778,12.12.243.88,80,54,No
TCP,218.83.172.58,25477,12.12.13.249,80,54,No
TCP,218.83.172.58,25477,12.12.13.249,80,54,No
TCP,189.46.24.123,46507,12.12.40.207,80,54,No
TCP,189.46.24.123,46507,12.12.40.207,80,54,No
TCP,22.151.49.15,18985,12.12.168.107,80,1078,Yes
TCP,22.151.49.15,18985,12.12.168.107,80,1078,Yes
TCP,168.98.217.99,33883,12.12.209.97,80,54,No
TCP,168.98.217.99,33883,12.12.209.97,80,54,No
TCP,174.139.151.142,9182,12.12.78.24,80,54,No
TCP,174.139.151.142,9182,12.12.78.24,80,54,No
TCP,229.61.171.135,27976,12.12.162.250,80,54,No
TCP,229.61.171.135,27976,12.12.162.250,80,54,No
TCP,233.46.37.253,27206,12.12.87.69,80,1078,Yes
TCP,233.46.37.253,27206,12.12.87.69,80,1078,Yes
TCP,4.180.22.212,33187,12.12.31.219,80,1078,Yes
TCP,4.180.22.212,33187,12.12.31.219,80,1078,Yes
TCP,205.208.147.23,53792,12.12.154.66,80,1078,Yes
TCP,205.208.147.23,53792,12.12.154.66,80,1078,Yes
TCP,126.28.50.37,37414,12.12.34.102,80,54,No
TCP,126.28.50.37,37414,12.12.34.102,80,54,No
TCP,101.130.79.229,32572,12.12.232.115,80,1078,Yes
TCP,101.130.79.229,32572,12.12.232.115,80,1078,Yes
TCP,128.87.163.129,56469,12.12.250.140,80,1078,Yes
TCP,128.87.163.129,56469,12.12.250.140,80,1078,Yes
