protocol,src_addr,src_port,dst_addr,dst_port,length,suspicious
TCP,78.97.35.202,34586,11.11.217.243,80,1078,Yes
TCP,34.143.116.171,24831,11.11.238.136,80,1078,Yes
TCP,26.100.114.37,47057,11.11.66.80,80,54,No
TCP,143.57.142.223,8687,11.11.101.153,80,54,No
TCP,201.120.70.20,16358,11.11.101.112,80,54,No
TCP,56.66.239.143,49201,11.11.145.56,80,1078,Yes
TCP,225.213.70.128,37439,11.11.237.47,80,1078,Yes
TCP,127.129.246.177,17525,11.11.236.236,80,54,No
TCP,9.135.169.7,15578,11.11.205.0,80,1078,Yes
TCP,123.219.229.156,61926,11.11.156.159,80,54,No
TCP,163.212.29.178,60621,11.11.52.72,80,54,No
TCP,133.125.80.211,47324,11.11.176.203,80,54,No
TCP,117.47.235.174,30963,11.11.122.7,80,54,No
TCP,71.96.35.187,39391,11.11.7.214,80,1078,Yes
TCP,37.7.213.26,49770,11.11.211.217,80,1078,Yes
TCP,187.228.212.39,9821,11.11.62.141,80,1078,Yes
TCP,61.63.200.73,5409,11.11.193.19,80,1078,Yes
TCP,101.173.215.133,12223,11.11.45.242,80,1078,Yes
TCP,66.246.155.21,22199,11.11.64.227,80,1078,Yes
TCP,60.27.247.27,45867,11.11.106.195,80,54,No
TCP,235.181.90.184,15550,11.11.106.61,80,1078,Yes
TCP,6.227.31.73,12936,11.11.152.139,80,54,No
TCP,231.133.89.95,59037,11.11.131.39,80,54,No
TCP,247.144.103.213,48626,11.11.22.232,80,54,No
TCP,167.55.209.146,5703,11.11.81.175,80,1078,Yes
TCP,98.7.116.45,6816,11.11.78.20,80,54,No
TCP,71.33.209.55,27464,11.11.181.237,80,1078,Yes
TCP,5.227.45.204,34677,11.11.103.246,80,1078,Yes
TCP,167.78.216.187,9071,11.11.82.40,80,1078,Yes
TCP,4.54.253.173,12510,11.11.67.246,80,1078,Yes
TCP,22.201.94.106,27256,11.11.21.143,80,1078,Yes
TCP,135.27.95.151,8516,11.11.77.183,80,54,No
TCP,73.68.177.243,47378,11.11.180.240,80,54,No
TCP,243.153.28.80,31243,11.11.55.250,80,1078,Yes
TCP,193.57.17.188,50317,11.11.144.195,80,54,No
TCP,189.28.127.162,12147,11.11.45.148,80,1078,Yes
TCP,111.12.230.65,3215,11.11.3.40,80,1078,Yes
TCP,3.7.101.216,35033,11.11.139.152,80,54,No
TCP,167.195.94.242,16442,11.11.78.13,80,54,No
TCP,129.236.224.45,25766,11.11.185.247,80,54,No
TCP,164.117.155.217,64711,11.11.159.62,80,1078,Yes
TCP,249.203.115.190,9205,11.11.81.126,80,54,No
TCP,245.116.223.18,9850,11.11.50.104,80,54,No
TCP,168.35.224.80,2259,11.11.189.7,80,54,No
TCP,102.95.229.180,59766,11.11.4.243,80,1078,Yes
TCP,66.199.245.142,42251,11.11.16.106,80,54,No
TCP,104.227.133.210,64122,11.11.78.238,80,1078,Yes
TCP,69.115.115.178,3365,10.10.134.67,80,1078,Yes
TCP,27.68.91.150,20899,10.10.131.144,80,54,No
TCP,22.60.101.119,13890,10.10.255.165,80,1078,Yes
TCP,183.107.67.13,16430,10.10.22.241,80,54,No
TCP,10.229.66.172,43871,10.10.5.149,80,1078,Yes
TCP,20.154.17.93,33110,10.10.184.55,80,54,No
TCP,64.248.167.45,7512,10.10.4.131,80,1078,Yes
TCP,128.114.140.17,59833,10.10.66.14,80,54,No
TCP,185.29.83.29,50412,10.10.120.201,80,1078,Yes
TCP,164.88.193.157,14020,10.10.166.165,80,54,No
TCP,28.247.137.53,46777,10.10.235.193,80,54,No
TCP,163.156.126.123,60901,10.10.245.252,80,1078,Yes
TCP,114.101.199.56,43497,10.10.171.242,80,1078,Yes
TCP,68.216.22.81,44790,10.10.61.19,80,1078,Yes
TCP,85.255.113.44,26052,10.10.199.213,80,54,No
TCP,189.94.196.2,59391,10.10.236.210,80,54,No
TCP,11.205.120.19,30275,10.10.211.59,80,1078,Yes
TCP,116.19.177.189,16127,10.10.228.13,80,54,No
TCP,12.133.224.84,55208,10.10.5.159,80,54,No
TCP,69.105.81.111,15138,10.10.80.116,80,54,No
TCP,40.46.20.7,30943,10.10.98.100,80,54,No
TCP,196.35.36.50,52819,10.10.245.130,80,1078,Yes
TCP,39.181.221.50,2961,10.10.123.215,80,1078,Yes
TCP,232.30.56.69,44974,10.10.145.10,80,1078,Yes
TCP,169.131.230.122,15227,10.10.20.103,80,1078,Yes
TCP,92.47.213.121,18704,10.10.48.97,80,1078,Yes
TCP,155.36.181.158,52529,10.10.239.186,80,1078,Yes
TCP,47.65.28.176,40257,10.10.78.28,80,1078,Yes
TCP,10.8.87.241,64804,10.10.91.245,80,1078,Yes
TCP,37.81.86.219,13829,10.10.86.214,80,1078,Yes
TCP,50.121.79.186,4283,10.10.174.112,80,54,No
TCP,243.55.106.100,28307,10.10.66.17,80,1078,Yes
TCP,188.93.253.205,56695,10.10.232.54,80,1078,Yes
TCP,178.171.209.240,7652,10.10.176.62,80,1078,Yes
TCP,126.33.236.86,39363,10.10.33.195,80,54,No
TCP,187.76.169.167,65477,10.10.7.4,80,1078,Yes
TCP,178.210.98.244,22453,10.10.176.250,80,1078,Yes
TCP,135.1.95.82,2259,10.10.120.65,80,1078,Yes
TCP,220.51.58.152,25205,10.10.117.92,80,54,No
TCP,226.243.147.159,41259,10.10.108.234,80,54,No
TCP,55.151.75.217,24246,10.10.139.11,80,1078,Yes
TCP,147.78.63.86,28282,10.10.214.64,80,54,No
TCP,2.210.4.157,44848,10.10.116.89,80,1078,Yes
TCP,142.26.59.205,36273,10.10.247.135,80,1078,Yes
TCP,97.133.30.165,57291,10.10.116.23,80,1078,Yes
TCP,171.160.230.201,48321,10.10.145.184,80,54,No
TCP,181.135.181.130,41555,10.10.234.11,80,54,No
TCP,102.96.133.210,3994,10.10.206.210,80,1078,Yes
TCP,37.76.34.243,40148,10.10.59.92,80,1078,Yes
TCP,163.152.17.18,59181,10.10.191.245,80,54,No
TCP,248.87.0.213,24678,10.10.242.99,80,1078,Yes
TCP,80.19.34.183,14204,10.10.19.75,80,1078,Yes
TCP,127.37.13.51,12957,10.10.243.92,80,54,No
TCP,200.244.147.18,23144,10.10.168.254,80,1078,Yes
TCP,197.134.102.24,31100,10.10.7.252,80,54,No
TCP,30.36.212.217,2016,10.10.113.170,80,1078,Yes
TCP,155.51.104.156,63657,10.10.150.28,80,1078,Yes
TCP,111.204.234.8,55600,10.10.221.247,80,54,No
TCP,254.30.67.143,51413,10.10.59.141,80,54,No
TCP,0.172.126.183,59978,10.10.104.25,80,1078,Yes
TCP,101.65.181.243,39028,10.10.24.235,80,54,No
TCP,84.2.72.192,17400,10.10.197.167,80,54,No
TCP,73.107.189.171,54867,10.10.145.230,80,1078,Yes
TCP,219.44.120.158,63274,10.10.85.50,80,1078,Yes
TCP,98.210.245.146,45444,10.10.255.45,80,1078,Yes
TCP,104.239.17.17,38233,10.10.36.127,80,54,No
TCP,77.3.61.249,48148,10.10.206.176,80,54,No
TCP,245.181.218.80,33241,10.10.240.7,80,1078,Yes
TCP,219.177.58.123,61173,10.10.192.72,80,1078,Yes
TCP,145.38.32.26,57205,10.10.45.191,80,54,No
TCP,157.86.238.205,18965,10.10.45.81,80,54,No
TCP,51.74.97.131,40955,10.10.184.167,80,1078,Yes
TCP,167.212.214.23,29465,10.10.80.218,80,1078,Yes
TCP,23.233.190.180,23386,10.10.197.87,80,54,No
TCP,162.74.122.106,47309,10.10.184.153,80,1078,Yes
TCP,188.98.121.106,34959,10.10.64.151,80,54,No
TCP,28.234.121.243,34204,10.10.1.28,80,54,No
TCP,87.213.137.94,27452,10.10.221.251,80,54,No
TCP,224.2.199.64,8493,10.10.137.255,80,1078,Yes
TCP,194.183.88.176,25126,10.10.26.218,80,1078,Yes
TCP,174.239.63.184,61345,10.10.134.78,80,1078,Yes
TCP,196.33.57.221,61656,10.10.30.214,80,1078,Yes
TCP,217.129.8.196,46370,10.10.182.159,80,1078,Yes
TCP,10.58.30.187,52720,10.10.36.149,80,54,No
TCP,214.199.91.120,53031,10.10.60.52,80,1078,Yes
TCP,30.126.180.158,19661,10.10.18.165,80,54,No
TCP,56.27.64.104,54891,10.10.14.20,80,54,No
TCP,101.241.123.120,2319,10.10.174.78,80,1078,Yes
TCP,146.91.161.119,46548,10.10.194.173,80,1078,Yes
TCP,1.23.112.249,61802,10.10.43.31,80,54,No
TCP,130.70.101.141,57092,10.10.214.96,80,54,No
TCP,43.161.217.29,41321,10.10.147.165,80,54,No
TCP,64.25.79.227,2511,10.10.152.230,80,54,No
TCP,128.0.169.3,38046,10.10.89.241,80,54,No
TCP,166.57.117.180,61079,10.10.144.207,80,54,No
TCP,127.199.18.130,23858,10.10.177.123,80,54,No
TCP,96.149.206.30,5605,10.10.123.216,80,54,No
TCP,83.191.234.197,59146,10.10.205.172,80,54,No
TCP,243.98.150.90,24447,10.10.247.39,80,54,No
TCP,202.239.228.176,45254,10.10.59.100,80,54,No
TCP,53.129.186.230,31622,11.11.56.173,80,1078,Yes
TCP,53.129.186.230,31622,11.11.56.173,80,1078,Yes
TCP,78.51.120.2,57404,11.11.18.138,80,1078,Yes
TCP,78.51.120.2,57404,11.11.18.138,80,1078,Yes
TCP,61.35.161.163,46986,11.11.34.96,80,1078,Yes
TCP,61.35.161.163,46986,11.11.34.96,80,1078,Yes
TCP,230.166.9.96,21549,11.11.114.61,80,1078,Yes
TCP,230.166.9.96,21549,11.11.114.61,80,1078,Yes
TCP,235.92.144.110,17806,11.11.237.238,80,1078,Yes
TCP,235.92.144.110,17806,11.11.237.238,80,1078,Yes
TCP,55.200.75.23,43828,11.11.147.166,80,1078,Yes
TCP,55.200.75.23,43828,11.11.147.166,80,1078,Yes
TCP,216.189.168.7,56315,11.11.131.100,80,1078,Yes
TCP,216.189.168.7,56315,11.11.131.100,80,1078,Yes
TCP,94.251.109.61,31264,11.11.147.161,80,1078,Yes
TCP,94.251.109.61,31264,11.11.147.161,80,1078,Yes
TCP,112.156.113.0,53552,11.11.80.31,80,1078,Yes
TCP,112.156.113.0,53552,11.11.80.31,80,1078,Yes
TCP,114.216.201.205,50848,11.11.11.202,80,1078,Yes
TCP,114.216.201.205,50848,11.11.11.202,80,1078,Yes
TCP,218.69.16.55,41551,11.11.220.249,80,54,No
TCP,218.69.16.55,41551,11.11.220.249,80,54,No
TCP,250.69.140.147,10025,11.11.209.132,80,54,No
TCP,250.69.140.147,10025,11.11.209.132,80,54,No
TCP,199.99.51.44,53362,11.11.194.192,80,1078,Yes
TCP,199.99.51.44,53362,11.11.194.192,80,1078,Yes
TCP,99.110.209.151,19786,11.11.120.18,80,54,No
TCP,99.110.209.151,19786,11.11.120.18,80,54,No
TCP,184.202.119.3,47165,11.11.139.100,80,1078,Yes
TCP,184.202.119.3,47165,11.11.139.100,80,1078,Yes
TCP,94.202.118.165,61125,11.11.72.248,80,54,No
TCP,94.202.118.165,61125,11.11.72.248,80,54,No
TCP,163.229.84.190,21567,11.11.114.110,80,1078,Yes
TCP,163.229.84.190,21567,11.11.114.110,80,1078,Yes
TCP,99.144.179.236,53374,11.11.75.182,80,1078,Yes
TCP,99.144.179.236,53374,11.11.75.182,80,1078,Yes
TCP,223.44.46.32,13013,11.11.40.183,80,1078,Yes
TCP,223.44.46.32,13013,11.11.40.183,80,1078,Yes
TCP,221.231.135.103,31551,11.11.181.202,80,54,No
TCP,221.231.135.103,31551,11.11.181.202,80,54,No
TCP,123.134.23.151,46482,11.11.129.106,80,54,No
TCP,123.134.23.151,46482,11.11.129.106,80,54,No
TCP,192.49.115.81,32350,11.11.103.40,80,1078,Yes
TCP,192.49.115.81,32350,11.11.103.40,80,1078,Yes
TCP,253.195.145.243,35268,11.11.19.244,80,1078,Yes
TCP,253.195.145.243,35268,11.11.19.244,80,1078,Yes
TCP,213.107.37.59,1659,11.11.87.60,80,1078,Yes
TCP,213.107.37.59,1659,11.11.87.60,80,1078,Yes
TCP,169.175.195.65,13710,11.11.32.104,80,1078,Yes
TCP,169.175.195.65,13710,11.11.32.104,80,1078,Yes
TCP,12.233.182.141,33255,11.11.231.169,80,54,No
TCP,12.233.182.141,33255,11.11.231.169,80,54,No
TCP,168.181.251.156,31423,11.11.215.68,80,54,No
TCP,168.181.251.156,31423,11.11.215.68,80,54,No
TCP,136.179.219.11,9402,11.11.169.210,80,54,No
TCP,136.179.219.11,9402,11.11.169.210,80,54,No
TCP,213.57.208.160,22271,11.11.253.61,80,54,No
TCP,213.57.208.160,22271,11.11.253.61,80,54,No
TCP,1.51.93.23,16374,11.11.135.123,80,1078,Yes
TCP,1.51.93.23,16374,11.11.135.123,80,1078,Yes
TCP,198.144.55.232,64141,11.11.85.178,80,1078,Yes
TCP,198.144.55.232,64141,11.11.85.178,80,1078,Yes
TCP,179.125.85.48,19998,11.11.118.84,80,54,No
TCP,179.125.85.48,19998,11.11.118.84,80,54,No
TCP,244.37.203.128,41105,11.11.191.103,80,54,No
TCP,244.37.203.128,41105,11.11.191.103,80,54,No
TCP,126.230.165.9,52196,11.11.88.47,80,1078,Yes
TCP,126.230.165.9,52196,11.11.88.47,80,1078,Yes
TCP,122.141.93.233,18305,11.11.109.85,80,54,No
TCP,122.141.93.233,18305,11.11.109.85,80,54,No
TCP,112.8.118.15,39851,11.11.67.140,80,1078,Yes
TCP,112.8.118.15,39851,11.11.67.140,80,1078,Yes
TCP,39.30.80.148,56561,11.11.170.0,80,54,No
TCP,39.30.80.148,56561,11.11.170.0,80,54,No
TCP,222.77.86.52,59161,11.11.206.67,80,54,No
TCP,222.77.86.52,59161,11.11.206.67,80,54,No
TCP,152.4.34.161,14955,11.11.144.24,80,54,No
TCP,152.4.34.161,14955,11.11.144.24,80,54,No
TCP,80.202.175.204,6975,11.11.173.17,80,54,No
TCP,80.202.175.204,6975,11.11.173.17,80,54,No
TCP,8.227.113.163,18080,11.11.2.8,80,1078,Yes
TCP,8.227.113.163,18080,11.11.2.8,80,1078,Yes
TCP,7.165.156.42,3522,11.11.150.238,80,1078,Yes
TCP,7.165.156.42,3522,11.11.150.238,80,1078,Yes
TCP,181.75.231.115,6787,11.11.14.13,80,1078,Yes
TCP,181.75.231.115,6787,11.11.14.13,80,1078,Yes
TCP,218.238.44.202,5811,11.11.69.208,80,54,No
TCP,218.238.44.202,5811,11.11.69.208,80,54,No
TCP,203.106.61.124,43863,11.11.176.95,80,1078,Yes
TCP,203.106.61.124,43863,11.11.176.95,80,1078,Yes
TCP,13.93.193.143,60723,11.11.161.240,80,54,No
TCP,13.93.193.143,60723,11.11.161.240,80,54,No
TCP,216.111.46.255,61493,11.11.28.52,80,1078,Yes
TCP,216.111.46.255,61493,11.11.28.52,80,1078,Yes
TCP,222.84.36.200,59665,11.11.251.27,80,1078,Yes
TCP,222.84.36.200,59665,11.11.251.27,80,1078,Yes
TCP,58.76.220.30,21165,11.11.226.50,80,54,No
TCP,58.76.220.30,21165,11.11.226.50,80,54,No
TCP,129.134.253.143,41390,11.11.149.32,80,1078,Yes
TCP,129.134.253.143,41390,11.11.149.32,80,1078,Yes
TCP,130.173.248.218,48927,11.11.113.165,80,54,No
TCP,130.173.248.218,48927,11.11.113.165,80,54,No
TCP,62.130.242.63,13784,11.11.13.171,80,54,No
TCP,62.130.242.63,13784,11.11.13.171,80,54,No
TCP,218.74.218.57,48385,11.11.47.15,80,54,No
TCP,218.74.218.57,48385,11.11.47.15,80,54,No
TCP,133.89.183.41,16875,11.11.100.255,80,54,No
TCP,133.89.183.41,16875,11.11.100.255,80,54,No
TCP,228.121.171.75,2263,11.11.204.174,80,1078,Yes
TCP,228.121.171.75,2263,11.11.204.174,80,1078,Yes
TCP,55.40.210.146,55192,11.11.40.209,80,1078,Yes
TCP,55.40.210.146,55192,11.11.40.209,80,1078,Yes
TCP,96.68.157.35,59079,11.11.99.212,80,1078,Yes
TCP,96.68.157.35,59079,11.11.99.212,80,1078,Yes
TCP,165.254.31.190,57525,11.11.217.47,80,1078,Yes
TCP,165.254.31.190,57525,11.11.217.47,80,1078,Yes
TCP,159.201.233.160,64402,11.11.96.16,80,54,No
TCP,159.201.233.160,64402,11.11.96.16,80,54,No
TCP,218.202.37.202,51175,11.11.123.65,80,1078,Yes
TCP,218.202.37.202,51175,11.11.123.65,80,1078,Yes
TCP,171.43.95.15,2623,11.11.11.38,80,1078,Yes
TCP,171.43.95.15,2623,11.11.11.38,80,1078,Yes
TCP,36.207.73.146,30874,11.11.208.110,80,54,No
TCP,36.207.73.146,30874,11.11.208.110,80,54,No
TCP,45.171.15.21,5472,11.11.255.94,80,1078,Yes
TCP,45.171.15.21,5472,11.11.255.94,80,1078,Yes
TCP,0.25.235.91,28582,11.11.70.250,80,54,No
TCP,0.25.235.91,28582,11.11.70.250,80,54,No
TCP,14.163.13.123,7762,11.11.96.248,80,1078,Yes
TCP,14.163.13.123,7762,11.11.96.248,80,1078,Yes
TCP,141.118.26.238,51915,11.11.20.61,80,54,No
TCP,141.118.26.238,51915,11.11.20.61,80,54,No
TCP,11.15.128.122,23471,11.11.203.16,80,1078,Yes
TCP,11.15.128.122,23471,11.11.203.16,80,1078,Yes
TCP,232.72.109.249,40977,11.11.179.58,80,54,No
TCP,232.72.109.249,40977,11.11.179.58,80,54,No
TCP,51.125.237.244,1670,11.11.169.184,80,1078,Yes
TCP,51.125.237.244,1670,11.11.169.184,80,1078,Yes
TCP,155.126.72.155,56979,11.11.56.19,80,1078,Yes
TCP,155.126.72.155,56979,11.11.56.19,80,1078,Yes
TCP,129.63.187.165,50001,11.11.48.179,80,54,No
TCP,129.63.187.165,50001,11.11.48.179,80,54,No
TCP,183.195.125.105,38000,11.11.249.129,80,54,No
TCP,183.195.125.105,38000,11.11.249.129,80,54,No
TCP,252.220.232.50,37226,11.11.214.153,80,54,No
TCP,252.220.232.50,37226,11.11.214.153,80,54,No
TCP,71.82.189.91,52958,11.11.133.235,80,1078,Yes
TCP,71.82.189.91,52958,11.11.133.235,80,1078,Yes
TCP,31.28.37.60,19288,11.11.31.38,80,54,No
TCP,31.28.37.60,19288,11.11.31.38,80,54,No
TCP,180.7.63.211,28809,11.11.247.89,80,1078,Yes
TCP,180.7.63.211,28809,11.11.247.89,80,1078,Yes
TCP,24.131.230.90,15451,11.11.153.170,80,1078,Yes
TCP,24.131.230.90,15451,11.11.153.170,80,1078,Yes
TCP,105.101.164.133,26125,11.11.28.14,80,54,No
TCP,105.101.164.133,26125,11.11.28.14,80,54,No
TCP,167.191.44.45,42579,11.11.230.46,80,54,No
TCP,167.191.44.45,42579,11.11.230.46,80,54,No
TCP,21.209.74.190,53175,11.11.152.197,80,1078,Yes
TCP,21.209.74.190,53175,11.11.152.197,80,1078,Yes
TCP,72.137.139.249,24183,11.11.31.126,80,1078,Yes
TCP,72.137.139.249,24183,11.11.31.126,80,1078,Yes
TCP,250.213.177.131,40707,11.11.220.30,80,1078,Yes
TCP,250.213.177.131,40707,11.11.220.30,80,1078,Yes
TCP,176.187.90.96,40155,11.11.116.132,80,54,No
TCP,176.187.90.96,40155,11.11.116.132,80,54,No
TCP,85.39.194.96,23530,11.11.14.223,80,54,No
TCP,85.39.194.96,23530,11.11.14.223,80,54,No
TCP,226.192.215.2,51923,11.11.129.151,80,54,No
TCP,226.192.215.2,51923,11.11.129.151,80,54,No
TCP,37.66.65.5,15142,11.11.239.26,80,54,No
TCP,37.66.65.5,15142,11.11.239.26,80,54,No
TCP,197.6.115.51,29726,11.11.152.202,80,54,No
TCP,197.6.115.51,29726,11.11.152.202,80,54,No
TCP,8.125.218.20,59453,11.11.90.128,80,1078,Yes
TCP,8.125.218.20,59453,11.11.90.128,80,1078,Yes
TCP,149.133.2.54,34413,11.11.189.30,80,1078,Yes
TCP,149.133.2.54,34413,11.11.189.30,80,1078,Yes
TCP,95.0.187.226,31285,11.11.111.16,80,54,No
TCP,95.0.187.226,31285,11.11.111.16,80,54,No
TCP,63.94.156.86,26087,11.11.139.207,80,54,No
TCP,63.94.156.86,26087,11.11.139.207,80,54,No
TCP,217.104.9.29,32287,11.11.160.42,80,1078,Yes
TCP,217.104.9.29,32287,11.11.160.42,80,1078,Yes
TCP,73.222.41.14,14867,11.11.7.17,80,1078,Yes
TCP,73.222.41.14,14867,11.11.7.17,80,1078,Yes
TCP,30.146.49.23,1982,11.11.60.107,80,1078,Yes
TCP,30.146.49.23,1982,11.11.60.107,80,1078,Yes
TCP,197.77.247.37,3543,11.11.240.159,80,1078,Yes
TCP,197.77.247.37,3543,11.11.240.159,80,1078,Yes
TCP,171.133.156.239,54932,11.11.148.109,80,54,No
TCP,171.133.156.239,54932,11.11.148.109,80,54,No
TCP,162.107.173.217,18386,11.11.183.214,80,1078,Yes
TCP,162.107.173.217,18386,11.11.183.214,80,1078,Yes
TCP,161.24.226.175,56301,11.11.130.58,80,1078,Yes
TCP,161.24.226.175,56301,11.11.130.58,80,1078,Yes
TCP,183.60.176.181,23842,11.11.132.61,80,54,No
TCP,183.60.176.181,23842,11.11.132.61,80,54,No
TCP,134.26.48.9,4678,11.11.7.160,80,54,No
TCP,134.26.48.9,4678,11.11.7.160,80,54,No
TCP,247.44.2.112,61071,12.12.218.99,80,1078,Yes
TCP,139.221.199.251,17282,12.12.144.31,80,54,No
TCP,88.76.176.177,23881,12.12.40.98,80,1078,Yes
TCP,10.203.188.135,40395,12.12.178.110,80,54,No
TCP,104.106.164.27,16523,12.12.85.156,80,54,No
TCP,83.11.97.176,10616,12.12.170.140,80,1078,Yes
TCP,106.251.96.193,45744,12.12.182.4,80,54,No
TCP,251.76.148.117,29340,12.12.16.98,80,54,No
TCP,130.196.157.49,17025,12.12.164.212,80,54,No
TCP,208.59.160.154,19587,12.12.164.213,80,54,No
TCP,165.59.38.114,34082,12.12.87.171,80,1078,Yes
TCP,57.142.30.219,8506,12.12.88.161,80,54,No
TCP,169.106.185.25,8468,12.12.103.107,80,1078,Yes
TCP,221.36.82.42,30257,12.12.100.34,80,1078,Yes
TCP,86.151.247.168,20633,12.12.2.209,80,1078,Yes
TCP,119.163.199.10,39603,12.12.206.212,80,1078,Yes
TCP,94.116.140.141,22464,12.12.153.148,80,54,No
TCP,188.66.20.194,47734,12.12.136.124,80,1078,Yes
TCP,112.63.7.130,26725,12.12.241.120,80,54,No
TCP,238.159.169.233,64804,12.12.54.158,80,54,No
TCP,62.46.138.204,13256,12.12.255.197,80,54,No
TCP,167.95.188.224,18092,12.12.176.215,80,1078,Yes
TCP,243.97.47.179,8098,12.12.132.253,80,1078,Yes
TCP,87.80.242.219,26473,12.12.209.81,80,1078,Yes
TCP,57.188.254.47,30261,12.12.73.112,80,1078,Yes
TCP,161.97.55.235,12583,12.12.247.56,80,54,No
TCP,168.144.57.105,40036,12.12.242.151,80,1078,Yes
TCP,118.124.38.201,38172,12.12.250.64,80,1078,Yes
TCP,199.6.93.228,13012,12.12.240.5,80,1078,Yes
TCP,208.115.92.13,47466,12.12.41.99,80,54,No
TCP,167.8.142.34,49304,12.12.95.204,80,1078,Yes
TCP,235.81.223.60,25410,12.12.18.139,80,54,No
TCP,215.70.58.226,35737,12.12.147.213,80,54,No
TCP,237.115.191.53,63529,12.12.219.59,80,1078,Yes
TCP,97.33.246.220,4667,12.12.92.171,80,1078,Yes
TCP,241.155.17.248,19944,12.12.208.166,80,54,No
TCP,49.44.24.170,34479,12.12.62.245,80,1078,Yes
TCP,160.159.223.162,17519,12.12.205.121,80,54,No
TCP,75.204.228.134,27231,12.12.176.86,80,54,No
TCP,177.42.7.130,53854,12.12.22.174,80,1078,Yes
TCP,163.241.71.109,14483,12.12.119.54,80,1078,Yes
TCP,144.87.184.0,26828,12.12.120.239,80,1078,Yes
TCP,221.70.25.172,19928,12.12.170.44,80,1078,Yes
TCP,52.127.183.53,46010,12.12.16.241,80,1078,Yes
TCP,55.148.214.205,19312,12.12.254.24,80,1078,Yes
TCP,57.72.200.199,18511,12.12.57.122,80,1078,Yes
TCP,93.101.148.208,29780,12.12.101.64,80,54,No
TCP,59.82.36.81,42170,12.12.4.57,80,54,No
TCP,100.172.252.132,21687,12.12.188.220,80,1078,Yes
TCP,13.17.232.221,37151,12.12.52.219,80,1078,Yes
TCP,205.118.170.115,25419,12.12.5.252,80,1078,Yes
TCP,200.196.128.133,53739,12.12.113.16,80,1078,Yes
TCP,47.11.188.108,28383,12.12.138.98,80,1078,Yes
TCP,115.205.171.15,64251,12.12.35.175,80,1078,Yes
TCP,239.172.44.96,55979,12.12.81.226,80,54,No
